Date,Level
15-05-70,-208.92
16-05-70,-208.92
17-05-70,-208.92
18-05-70,-208.92
19-05-70,-208.92
20-05-70,-208.93
21-05-70,-208.93
22-05-70,-208.94
23-05-70,-208.94
24-05-70,-208.95
25-05-70,-208.96
26-05-70,-208.97
27-05-70,-208.98
28-05-70,-208.98
29-05-70,-208.99
30-05-70,-208.99
31-05-70,-209
01-06-70,-209.01
02-06-70,-209.01
03-06-70,-209.01
04-06-70,-209.02
05-06-70,-209.02
06-06-70,-209.03
07-06-70,-209.04
08-06-70,-209.06
09-06-70,-209.07
10-06-70,-209.07
11-06-70,-209.07
12-06-70,-209.08
13-06-70,-209.08
14-06-70,-209.09
15-06-70,-209.1
16-06-70,-209.1
17-06-70,-209.1
18-06-70,-209.11
19-06-70,-209.12
20-06-70,-209.12
21-06-70,-209.13
22-06-70,-209.14
23-06-70,-209.15
24-06-70,-209.16
25-06-70,-209.17
26-06-70,-209.17
27-06-70,-209.18
28-06-70,-209.19
29-06-70,-209.19
30-06-70,-209.2
01-07-70,-209.21
02-07-70,-209.21
03-07-70,-209.22
04-07-70,-209.23
05-07-70,-209.24
06-07-70,-209.25
07-07-70,-209.26
08-07-70,-209.27
09-07-70,-209.28
10-07-70,-209.29
11-07-70,-209.29
12-07-70,-209.3
13-07-70,-209.31
14-07-70,-209.32
15-07-70,-209.32
16-07-70,-209.33
17-07-70,-209.34
18-07-70,-209.36
19-07-70,-209.37
20-07-70,-209.38
21-07-70,-209.39
22-07-70,-209.4
23-07-70,-209.41
24-07-70,-209.41
25-07-70,-209.42
26-07-70,-209.43
27-07-70,-209.44
28-07-70,-209.46
29-07-70,-209.47
30-07-70,-209.47
31-07-70,-209.48
01-08-70,-209.49
02-08-70,-209.5
03-08-70,-209.52
04-08-70,-209.53
05-08-70,-209.54
06-08-70,-209.55
07-08-70,-209.56
08-08-70,-209.57
09-08-70,-209.59
10-08-70,-209.6
11-08-70,-209.61
12-08-70,-209.62
13-08-70,-209.63
14-08-70,-209.63
15-08-70,-209.64
16-08-70,-209.65
17-08-70,-209.66
18-08-70,-209.68
19-08-70,-209.69
20-08-70,-209.7
21-08-70,-209.71
22-08-70,-209.72
23-08-70,-209.73
24-08-70,-209.73
25-08-70,-209.74
26-08-70,-209.75
27-08-70,-209.76
28-08-70,-209.77
29-08-70,-209.78
30-08-70,-209.8
31-08-70,-209.81
01-09-70,-209.81
02-09-70,-209.82
03-09-70,-209.83
04-09-70,-209.84
05-09-70,-209.85
06-09-70,-209.85
07-09-70,-209.86
08-09-70,-209.87
09-09-70,-209.88
10-09-70,-209.89
11-09-70,-209.9
12-09-70,-209.91
13-09-70,-209.92
14-09-70,-209.93
15-09-70,-209.94
16-09-70,-209.95
17-09-70,-209.95
18-09-70,-209.96
19-09-70,-209.96
20-09-70,-209.97
21-09-70,-209.98
22-09-70,-209.98
23-09-70,-209.99
24-09-70,-210
25-09-70,-210.01
26-09-70,-210.02
27-09-70,-210.03
28-09-70,-210.03
29-09-70,-210.04
30-09-70,-210.06
01-10-70,-210.07
02-10-70,-210.08
03-10-70,-210.09
04-10-70,-210.1
05-10-70,-210.11
06-10-70,-210.12
07-10-70,-210.13
08-10-70,-210.14
09-10-70,-210.15
10-10-70,-210.16
11-10-70,-210.16
12-10-70,-210.17
13-10-70,-210.18
14-10-70,-210.19
15-10-70,-210.19
16-10-70,-210.2
17-10-70,-210.21
18-10-70,-210.21
19-10-70,-210.22
20-10-70,-210.22
21-10-70,-210.23
22-10-70,-210.24
23-10-70,-210.25
24-10-70,-210.26
25-10-70,-210.27
26-10-70,-210.27
27-10-70,-210.28
28-10-70,-210.28
29-10-70,-210.29
30-10-70,-210.3
31-10-70,-210.31
01-11-70,-210.32
02-11-70,-210.34
03-11-70,-210.35
04-11-70,-210.35
05-11-70,-210.35
06-11-70,-210.35
07-11-70,-210.36
08-11-70,-210.36
09-11-70,-210.37
10-11-70,-210.37
11-11-70,-210.38
12-11-70,-210.38
13-11-70,-210.39
14-11-70,-210.39
15-11-70,-210.4
16-11-70,-210.4
17-11-70,-210.41
18-11-70,-210.41
19-11-70,-210.41
20-11-70,-210.42
21-11-70,-210.42
22-11-70,-210.43
23-11-70,-210.43
24-11-70,-210.42
25-11-70,-210.43
26-11-70,-210.43
27-11-70,-210.43
28-11-70,-210.44
29-11-70,-210.44
30-11-70,-210.45
01-12-70,-210.45
02-12-70,-210.45
03-12-70,-210.45
04-12-70,-210.45
05-12-70,-210.45
06-12-70,-210.45
07-12-70,-210.45
08-12-70,-210.44
09-12-70,-210.44
10-12-70,-210.44
11-12-70,-210.44
12-12-70,-210.44
13-12-70,-210.43
14-12-70,-210.43
15-12-70,-210.43
16-12-70,-210.43
17-12-70,-210.43
18-12-70,-210.44
19-12-70,-210.45
20-12-70,-210.46
21-12-70,-210.46
22-12-70,-210.46
23-12-70,-210.46
24-12-70,-210.46
25-12-70,-210.46
26-12-70,-210.46
27-12-70,-210.46
28-12-70,-210.47
29-12-70,-210.47
30-12-70,-210.48
31-12-70,-210.49
01-01-71,-210.49
02-01-71,-210.5
03-01-71,-210.5
04-01-71,-210.5
05-01-71,-210.51
06-01-71,-210.52
07-01-71,-210.52
08-01-71,-210.53
09-01-71,-210.53
10-01-71,-210.53
11-01-71,-210.53
12-01-71,-210.52
13-01-71,-210.5
14-01-71,-210.49
15-01-71,-210.48
16-01-71,-210.46
17-01-71,-210.45
18-01-71,-210.44
19-01-71,-210.43
20-01-71,-210.42
21-01-71,-210.42
22-01-71,-210.42
23-01-71,-210.42
24-01-71,-210.42
25-01-71,-210.42
26-01-71,-210.42
27-01-71,-210.41
28-01-71,-210.41
29-01-71,-210.41
30-01-71,-210.49
31-01-71,-210.48
01-02-71,-210.4
02-02-71,-210.4
03-02-71,-210.39
04-02-71,-210.37
05-02-71,-210.35
06-02-71,-210.33
07-02-71,-210.31
08-02-71,-210.29
09-02-71,-210.26
10-02-71,-210.23
11-02-71,-210.26
12-02-71,-210.19
13-02-71,-210.18
14-02-71,-210.17
15-02-71,-210.16
16-02-71,-210.15
17-02-71,-210.14
18-02-71,-210.13
19-02-71,-210.12
20-02-71,-210.11
21-02-71,-210.11
22-02-71,-210.11
23-02-71,-210.06
24-02-71,-209.97
25-02-71,-209.91
26-02-71,-209.88
27-02-71,-209.86
28-02-71,-209.8
01-03-71,-209.76
02-03-71,-209.73
03-03-71,-209.7
04-03-71,-209.68
05-03-71,-209.67
06-03-71,-209.66
07-03-71,-209.65
08-03-71,-209.64
09-03-71,-209.63
10-03-71,-209.62
11-03-71,-209.61
12-03-71,-209.61
13-03-71,-209.6
14-03-71,-209.59
15-03-71,-209.56
16-03-71,-209.53
17-03-71,-209.51
18-03-71,-209.5
19-03-71,-209.49
20-03-71,-209.48
21-03-71,-209.47
22-03-71,-209.46
23-03-71,-209.45
24-03-71,-209.45
25-03-71,-209.44
26-03-71,-209.43
27-03-71,-209.43
28-03-71,-209.43
29-03-71,-209.42
30-03-71,-209.41
31-03-71,-209.41
01-04-71,-209.4
02-04-71,-209.4
03-04-71,-209.39
04-04-71,-209.38
05-04-71,-209.37
06-04-71,-209.36
07-04-71,-209.36
08-04-71,-209.35
09-04-71,-209.35
10-04-71,-209.35
11-04-71,-209.35
12-04-71,-209.33
13-04-71,-209.29
14-04-71,-209.13
15-04-71,-209.04
16-04-71,-208.97
17-04-71,-208.98
18-04-71,-208.89
19-04-71,-208.86
20-04-71,-208.85
21-04-71,-208.86
22-04-71,-208.87
23-04-71,-208.88
24-04-71,-208.89
25-04-71,-208.9
26-04-71,-208.92
27-04-71,-208.94
28-04-71,-208.95
29-04-71,-208.95
30-04-71,-208.95
01-05-71,-208.94
02-05-71,-208.93
03-05-71,-208.92
04-05-71,-208.91
05-05-71,-208.9
06-05-71,-208.9
07-05-71,-208.9
08-05-71,-208.9
09-05-71,-208.9
10-05-71,-208.91
11-05-71,-208.92
12-05-71,-208.92
13-05-71,-208.91
14-05-71,-208.91
15-05-71,-208.91
16-05-71,-208.9
17-05-71,-208.9
18-05-71,-208.9
19-05-71,-208.9
20-05-71,-208.9
21-05-71,-208.9
22-05-71,-208.9
23-05-71,-208.9
24-05-71,-208.9
25-05-71,-208.89
26-05-71,-208.89
27-05-71,-208.89
28-05-71,-208.89
29-05-71,-208.9
30-05-71,-208.9
31-05-71,-208.9
01-06-71,-208.91
02-06-71,-208.92
03-06-71,-208.92
04-06-71,-208.92
05-06-71,-208.93
06-06-71,-208.93
07-06-71,-208.93
08-06-71,-208.93
09-06-71,-208.93
10-06-71,-208.93
11-06-71,-208.94
12-06-71,-208.94
13-06-71,-208.94
14-06-71,-208.95
15-06-71,-208.95
16-06-71,-208.95
17-06-71,-208.95
18-06-71,-208.95
19-06-71,-208.96
20-06-71,-208.96
21-06-71,-208.97
22-06-71,-208.97
23-06-71,-208.98
24-06-71,-208.98
25-06-71,-208.99
26-06-71,-208.99
27-06-71,-209
28-06-71,-209.01
29-06-71,-209.01
30-06-71,-209.01
01-07-71,-209.02
02-07-71,-209.02
03-07-71,-209.03
04-07-71,-209.04
05-07-71,-209.04
06-07-71,-209.04
07-07-71,-209.04
08-07-71,-209.04
09-07-71,-209.07
10-07-71,-209.08
11-07-71,-209.09
12-07-71,-209.1
13-07-71,-209.11
14-07-71,-209.12
15-07-71,-209.13
16-07-71,-209.14
17-07-71,-209.15
18-07-71,-209.16
19-07-71,-209.16
20-07-71,-209.17
21-07-71,-209.18
22-07-71,-209.19
23-07-71,-209.2
24-07-71,-209.21
25-07-71,-209.22
26-07-71,-209.23
27-07-71,-209.24
28-07-71,-209.25
29-07-71,-209.25
30-07-71,-209.26
31-07-71,-209.27
01-08-71,-209.28
02-08-71,-209.3
03-08-71,-209.31
04-08-71,-209.31
05-08-71,-209.36
06-08-71,-209.33
07-08-71,-209.34
08-08-71,-209.35
09-08-71,-209.36
10-08-71,-209.36
11-08-71,-209.37
12-08-71,-209.38
13-08-71,-209.39
14-08-71,-209.4
15-08-71,-209.41
16-08-71,-209.42
17-08-71,-209.42
18-08-71,-209.43
19-08-71,-209.44
20-08-71,-209.45
21-08-71,-209.45
22-08-71,-209.47
23-08-71,-209.47
24-08-71,-209.48
25-08-71,-209.49
26-08-71,-209.5
27-08-71,-209.5
28-08-71,-209.51
29-08-71,-209.52
30-08-71,-209.53
31-08-71,-209.53
01-09-71,-209.54
02-09-71,-209.55
03-09-71,-209.56
04-09-71,-209.57
05-09-71,-209.58
06-09-71,-209.58
07-09-71,-209.59
08-09-71,-209.6
09-09-71,-209.61
10-09-71,-209.62
11-09-71,-209.63
12-09-71,-209.64
13-09-71,-209.64
14-09-71,-209.65
15-09-71,-209.65
16-09-71,-209.66
17-09-71,-209.66
18-09-71,-209.67
19-09-71,-209.67
20-09-71,-209.68
21-09-71,-209.69
22-09-71,-209.7
23-09-71,-209.71
24-09-71,-209.74
25-09-71,-209.72
26-09-71,-209.73
27-09-71,-209.74
28-09-71,-209.75
29-09-71,-209.76
30-09-71,-209.76
01-10-71,-209.77
02-10-71,-209.78
03-10-71,-209.79
04-10-71,-209.8
05-10-71,-209.81
06-10-71,-209.82
07-10-71,-209.83
08-10-71,-209.84
09-10-71,-209.85
10-10-71,-209.85
11-10-71,-209.86
12-10-71,-209.87
13-10-71,-209.88
14-10-71,-209.89
15-10-71,-209.89
16-10-71,-209.9
17-10-71,-209.9
18-10-71,-209.91
19-10-71,-209.91
20-10-71,-209.91
21-10-71,-209.92
22-10-71,-209.92
23-10-71,-209.93
24-10-71,-209.94
25-10-71,-209.94
26-10-71,-209.95
27-10-71,-209.95
28-10-71,-209.96
29-10-71,-209.96
30-10-71,-209.97
31-10-71,-209.98
01-11-71,-209.99
02-11-71,-210
03-11-71,-210.01
04-11-71,-210.01
05-11-71,-210.02
06-11-71,-210.02
07-11-71,-210.03
08-11-71,-210.03
09-11-71,-210.04
10-11-71,-210.04
11-11-71,-210.05
12-11-71,-210.06
13-11-71,-210.07
14-11-71,-210.07
15-11-71,-210.08
16-11-71,-210.08
17-11-71,-210.09
18-11-71,-210.08
19-11-71,-210.06
20-11-71,-210.06
21-11-71,-210.06
22-11-71,-210.07
23-11-71,-210.07
24-11-71,-210.08
25-11-71,-210.08
26-11-71,-210.09
27-11-71,-210.09
28-11-71,-210.09
29-11-71,-210.1
30-11-71,-210.1
01-12-71,-210.1
02-12-71,-210.1
03-12-71,-210.1
04-12-71,-210.1
05-12-71,-210.1
06-12-71,-210
07-12-71,-210
08-12-71,-210
09-12-71,-210
10-12-71,-210
11-12-71,-210
12-12-71,-210
13-12-71,-210
14-12-71,-210
15-12-71,-210
16-12-71,-210
17-12-71,-210
18-12-71,-210
19-12-71,-210
20-12-71,-210
21-12-71,-210
22-12-71,-210
23-12-71,-210
24-12-71,-210
25-12-71,-210
26-12-71,-210
27-12-71,-210
28-12-71,-209.9
29-12-71,-209.9
30-12-71,-209.9
31-12-71,-209.9
01-01-72,-209.94
02-01-72,-209.95
03-01-72,-209.95
04-01-72,-209.95
05-01-72,-209.94
06-01-72,-209.94
07-01-72,-209.93
08-01-72,-209.93
09-01-72,-209.93
10-01-72,-209.93
11-01-72,-209.94
12-01-72,-209.94
13-01-72,-209.94
14-01-72,-209.92
15-01-72,-209.91
16-01-72,-209.9
17-01-72,-209.88
18-01-72,-209.86
19-01-72,-209.84
20-01-72,-209.83
21-01-72,-209.82
22-01-72,-209.81
23-01-72,-209.79
24-01-72,-209.77
25-01-72,-209.76
26-01-72,-209.75
27-01-72,-209.74
28-01-72,-209.73
29-01-72,-209.72
30-01-72,-209.71
31-01-72,-209.71
01-02-72,-209.7
02-02-72,-209.7
03-02-72,-209.7
04-02-72,-209.68
05-02-72,-209.66
06-02-72,-209.62
07-02-72,-209.56
08-02-72,-209.53
09-02-72,-209.51
10-02-72,-209.49
11-02-72,-209.48
12-02-72,-209.47
13-02-72,-209.47
14-02-72,-209.46
15-02-72,-209.46
16-02-72,-209.46
17-02-72,-209.44
18-02-72,-209.41
19-02-72,-209.39
20-02-72,-209.38
21-02-72,-209.37
22-02-72,-209.36
23-02-72,-209.36
24-02-72,-209.36
25-02-72,-209.36
26-02-72,-209.35
27-02-72,-209.35
28-02-72,-209.35
01-03-72,-209.33
02-03-72,-209.33
03-03-72,-209.32
04-03-72,-209.32
05-03-72,-209.32
06-03-72,-209.31
07-03-72,-209.31
08-03-72,-209.3
09-03-72,-209.3
10-03-72,-209.3
11-03-72,-209.29
12-03-72,-209.29
13-03-72,-209.28
14-03-72,-209.27
15-03-72,-209.26
16-03-72,-209.24
17-03-72,-209.22
18-03-72,-209.21
19-03-72,-209.2
20-03-72,-209.19
21-03-72,-209.19
22-03-72,-209.18
23-03-72,-209.18
24-03-72,-209.17
25-03-72,-209.16
26-03-72,-209.16
27-03-72,-209.16
28-03-72,-209.15
29-03-72,-209.15
30-03-72,-209.15
31-03-72,-209.15
01-04-72,-209.14
02-04-72,-209.14
03-04-72,-209.14
04-04-72,-209.14
05-04-72,-209.13
06-04-72,-209.13
07-04-72,-209.13
08-04-72,-209.13
09-04-72,-209.12
10-04-72,-209.1
11-04-72,-209.08
12-04-72,-209.07
13-04-72,-209.06
14-04-72,-209.06
15-04-72,-209.06
16-04-72,-209.05
17-04-72,-209.05
18-04-72,-209.05
19-04-72,-209.04
20-04-72,-209.04
21-04-72,-209.04
22-04-72,-209.03
23-04-72,-209.04
24-04-72,-209.04
25-04-72,-209.04
26-04-72,-209.04
27-04-72,-209.04
28-04-72,-209.04
29-04-72,-209.04
30-04-72,-209.04
01-05-72,-209.04
02-05-72,-209.04
03-05-72,-209.04
04-05-72,-209.04
05-05-72,-209.04
06-05-72,-209.05
07-05-72,-209.05
08-05-72,-209.05
09-05-72,-209.06
10-05-72,-209.06
11-05-72,-209.06
12-05-72,-209.06
13-05-72,-209.07
14-05-72,-209.07
15-05-72,-209.07
16-05-72,-209.07
17-05-72,-209.07
18-05-72,-209.07
19-05-72,-209.08
20-05-72,-209.08
21-05-72,-209.09
22-05-72,-209.09
23-05-72,-209.09
24-05-72,-209.1
25-05-72,-209.1
26-05-72,-209.11
27-05-72,-209.12
28-05-72,-209.12
29-05-72,-209.13
30-05-72,-209.13
31-05-72,-209.14
01-06-72,-209.15
02-06-72,-209.16
03-06-72,-209.16
04-06-72,-209.17
05-06-72,-209.17
06-06-72,-209.18
07-06-72,-209.18
08-06-72,-209.19
09-06-72,-209.2
10-06-72,-209.21
11-06-72,-209.21
12-06-72,-209.22
13-06-72,-209.22
14-06-72,-209.23
15-06-72,-209.23
16-06-72,-209.24
17-06-72,-209.25
18-06-72,-209.26
19-06-72,-209.26
20-06-72,-209.27
21-06-72,-209.28
22-06-72,-209.29
23-06-72,-209.29
24-06-72,-209.3
25-06-72,-209.31
26-06-72,-209.33
27-06-72,-209.34
28-06-72,-209.35
29-06-72,-209.36
30-06-72,-209.37
